categorie,details,adresse,chambres,superficie,prix,image_lien
Appartements meublés,APPARTEMENT MEUBLE F2 A LOUER PAR MOIS AU POINT E,"Point-e, Dakar",1 chambre,80 m²,1 100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e4f33902e5bc2d24445e8e13c2940505/-/horizon-files-prod/ed/picture/qwerr0g5/a8c470560deff06015b476fbdcf5f12a63fbcfe0.jpg
Appartements meublés,APPARTEMENT MEUBLÉ F4 A LOUER AU POINT E,"Point-e, Dakar",3 chambre,156 m²,1 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ae7396275a6d01f50d03a658fadec87/-/horizon-files-prod/ed/picture/qdew8407/fe50069cd03aa411d1973d59c36c8f832bb58682.jpg
Appartements meublés,Location appartement 2 chambres Salon vue sur mer,"Fann Hock, Dakar",2 chambre,147 m²,1 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4eee4a0026adc6b4dc9dc4b67e2caffc/-/horizon-files-prod/ed/picture/q8vmpdp6/f8c94dcfd95d4e98af3fdcffa79cf794279a005a.jpg
Appartements meublés,Magnifique et cosy F2 meublé,"Almadies, Dakar",53 m²,,37 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/026ce6ebfbbaa0f4d3e3356a73699368/-/horizon-files-prod/ed/picture/qzvp0d4v/5f10797234c93d23767f43cc8330b75a1b461bd6.jpg
Appartements meublés,Studio meublé liberté 6 promo,"Liberte 6, Dakar",1 chambre,70 m²,22 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b807ef39fde4072f337abd310f0734b7/-/horizon-files-prod/ed/picture/q0g768n8/81c5171e254f08a339bc3de59b246d1b0113b565.jpg
Appartements meublés,Studio américain brt libertè 6 6,"Liberte 6, Dakar",1 chambre,70 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6133f766fa281b440b45bcae1a1cfefc/-/horizon-files-prod/ed/picture/qm50mxvw/71b9aaf305b4715879017cbfd80a47af4e25460b.jpg
Appartements meublés,Appartement meublé de deux chambres,"Sicap Sacré-cœur, Dakar",2 chambre,80 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/abfb16c5899f7042a8c795994c1f83a4/-/horizon-files-prod/ed/picture/qd5w7e4/c72ee993e4d71083ddd51a09bc2685fe16533f56.jpg
Appartements meublés,Appartements F4 meublés a Ngor,"Ngor, Dakar",3 chambre,,650 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/404f8bd2da30951a6b3126376f9f92f3/-/horizon-files-prod/ed/picture/q2jk7592/6d75d24febf209b22eeb8927b7a6a27e6ce4dbd4.jpg
Appartements meublés,Sublime studio meublé F2 aux Mamelles,"Mamelles, Dakar",1 chambre,50 m²,500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0989a24d7f34bd1bca02ff4e4a30ab0/-/horizon-files-prod/ed/picture/qkr8wdzw/0a649374fa9960bf395b74d594c4e668135c538a.jpg
Appartements meublés,Appartement meublé à louer à Mixta,"Cite Mixta, Dakar",2 chambre,1 m²,400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c65bf1d4ea4672dc78f721cfac98da4/-/horizon-files-prod/ed/picture/q56p9gzg/c5e1710fe10addf4a5753374b4700c202ade3cb0.jpg
Appartements meublés,Appartement à louer,"Ouakam, Dakar",1 chambre,65 m²,350 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/49d63755e2a52b6c7e7d25dc0ed363d3/-/horizon-files-prod/ed/picture/qrzrzq6x/9589f8d1a86c81911dfecb374897fd8162cf171e.jpg
Appartements meublés,Appartement meublé Sécurisé et propre,"Plateau, Dakar",1 chambre,,10 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c3d6f1c9fbffb4e45567267951e4172/-/horizon-files-prod/ed/picture/q78jj4xe/b3f19b022471f818a600c12c50bf54ff9611bdd3.jpg
Appartements meublés,magnifique studio meublé a la cité mourtalla,"VDN, Dakar",1 chambre,,600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/37fac261d3ac447c66b1107f5a447333/-/horizon-files-prod/ed/picture/q448exx8/5f55685d43b47cce318cea4bad1328dca575c346.jpg
Appartements meublés,Magnifique f3 meublé à diamniadio,"Diamniadio, Dakar",2 chambre,,400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb341ff4d0178f307eb1b3d1fc34e89b/-/horizon-files-prod/ed/picture/qng958zm/8917c4702d1f25791840382ee7a81c3ddcde509a.jpg
Appartements meublés,F2 meublé Haut standing à louer corniche,"Almadies, Dakar",1 chambre,80 m²,1 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/595e2280faf8afaf541a03db588d42d9/-/horizon-files-prod/ed/picture/q4450p0e/f9095273384dceb42976e3bca94008b0c3f7e40d.jpg
Appartements meublés,APPARTEMENT MEUBLE F3 A LOUER POINT E,"Point-e, Dakar",2 chambre,110 m²,70 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d085110b50934a1f2d57cfc4811c2b33/-/horizon-files-prod/ed/picture/qgqmp849/ae16f8285f94ffeb3f2226b45453c25427ccf0d8.jpg
Appartements meublés,Magnifique studio meublé à louer Sacré Coeur,"Sacré-cœur, Dakar",,,550 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/20796642ebc4bcfeb0eed2f2d14a28a9/-/horizon-files-prod/ed/picture/q0gkndnw/1e41b88aefe24466a43748bdc561b25174150f32.jpg
Appartements meublés,STUDIO (PETITE VILLA) MEUBLE A SAINT-LOUIS NGALLELE,"Saint-Louis, Saint-Louis",1 chambre,70 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/def951da98fde96bd68ef73ef0e8d912/-/horizon-files-prod/ed/picture/q44nmrmv/762ce1113f3e26d29334cdbe4e38ce5c5a193111.jpg
Appartements meublés,DUPLEX 2 CHAMBRES SOTRAC MERMOZ,"Mermoz, Dakar",2 chambre,100 m²,750 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c21741cf4be59e8ce08baf7c29083eed/-/horizon-files-prod/ed/picture/qgqw72g2/c637a06cd8a345fda1b877a0a8ce2d68e4de5858.jpg
Appartements meublés,RESIDENCE MEUBLÉS,"Mamelles, Dakar",1 chambre,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2120d867399c9ea14ec314fe3a18237f/-/horizon-files-prod/ed/picture/qzv8zxdg/fdc1c1735e41c9337b72b1a904426b41c186a3e7.jpg
Appartements meublés,Grandvilla,"Ouest foire, Dakar",1 chambre,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b91ec5e63fd6f0ca547ce198b8c5eb98/-/horizon-files-prod/ed/picture/qkrgvmdj/691b3cc9a0c64270fb2eaf92111549c398e86d8d.png
Appartements meublés,Appartement de luxe de 3 chambres,"Ouest foire, Dakar",3 chambre,130 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9397211b539fb0373a5c6a16f983d2a7/-/horizon-files-prod/ed/picture/qenqz9ez/f3b0045d591963122294e3713f208014d439357a.jpg
Appartements meublés,Appartement meublé au Virage,"Virage, Dakar",2 chambre,,1 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8ea189f8783b5a92371be12a59788d78/-/horizon-files-prod/ed/picture/q44506zr/bd7fb68d767cafe7dc94087e260a82e4c0a3e238.jpg
Appartements meublés,Ref_3308_PL F3 entièrement équipés à louer aux Almadies,"Almadies, Dakar",2 chambre,,1 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/baeee14bf3746a57964d992e3f8d5e84/-/horizon-files-prod/ed/picture/qenr9x44/8890b552d038ac417c5a1fe1637e429f035e2002.jpg
Appartements meublés,Appartement F4 à Ngor Almadies,"Almadies, Dakar",3 chambre,,70 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec3f0d6498ca8c1b767bbe96c84ddc30/-/horizon-files-prod/ed/picture/qng97j6x/4f238262e735cced48f546d866bbd64dd2b73851.jpg
Appartements meublés,Studio meublé ouakam,"Ouakam, Dakar",1 chambre,45 m²,18 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7a7f27814d2e2ba43cadff956cb0321d/-/horizon-files-prod/ed/picture/q44npk8p/8191e3464517fec5375592afdc55e12fc89cc919.jpg
Appartements meublés,Cozy Studios et Appartements Meuble a Diamalaye,"Yoff, Dakar",1 chambre,50 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84654cfb87c161687691e2a71251eb57/-/horizon-files-prod/ed/picture/qv4dg9kw/c3e0d93994b51709cfc20b4e6487f7820f15adca.jpg
Appartements meublés,Appartement meublé mamelles,"Mamelles, Dakar",2 chambre,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd71b089aed27b2cf5401d6b33bb8fd6/-/horizon-files-prod/ed/picture/qzv8d0vg/347f332b0d0806f0fd499e8e41140716f0a98427.jpg
Appartements meublés,Appartement de luxe F4 Point E,"Point-e, Dakar",3 chambre,130 m²,90 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4ef566a86c4dbc9b746ed82ab19139e/-/horizon-files-prod/ed/picture/qq4747k6/c01e74b2f0cc79204ce79b050bb598b0b3961f78.jpg
Appartements meublés,Appartement F4 meublé à louer aux almadies,"Almadies, Dakar",3 chambre,,1 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/247e2da84691af3afa1fea7adb477b0f/-/horizon-files-prod/ed/picture/qq4z294p/0b87af7271680d1ebff062340c12f3ff860fb9e2.jpg
Appartements meublés,Appartement ROofTop – Vue sur Ocean -Dakar,"Comico, Dakar",1 chambre,100 m²,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61db278205e18c2592f0d740e9ed9f24/-/horizon-files-prod/ed/picture/q9mkk7qw/0519a7ca369d2bacacbcfcc2cd50748b9009c2c4.jpg
Appartements meublés,Bel appartement meublé,"Mermoz, Dakar",2 chambre,100 m²,1 100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/53a560a04489b0204eb67e3ba83e6915/-/horizon-files-prod/ed/picture/qpdg00nw/316c30c6d4cdfe989b7564ff00b5c5980f43be95.jpg
Appartements meublés,Studio meublé à Somone avec piscine,"Somone, Thiès",,,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d9f1cf44d8be3ba48c601fbd53223df3/-/horizon-files-prod/ed/picture/qde72zqr/4dbd54118c3f6083a207023343a041d715dd9670.jpg
Appartements meublés,Vue sur Mer Superbe Appartement Entièrement Equipé,"Virage, Dakar",3 chambre,200 m²,50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8edb7a71b290fa3a8ebf9042b0d8ccac/-/horizon-files-prod/ed/picture/qq44k8mk/b69ee35058895db6452a48fa00b939e41767d746.jpg
Appartements meublés,Appartements meubles au Mermoz,"Mermoz, Dakar",,,50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/113b1937c01ac431ec45834d2ea0192c/-/horizon-files-prod/ed/picture/qgqmg4n2/8ef2efadf00183ea9e14e5e9694a1dbb09450e77.jpg
Appartements meublés,Appartement meublé au Virage,"Virage, Dakar",3 chambre,,100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/50522f63731eabd451cb2ec5da673cad/-/horizon-files-prod/ed/picture/qzvpzeq9/ebde3a22cec941c87add7877b500725b589d3190.jpg
Appartements meublés,Studio cosy Dakar (Fann Hock),"Fann Hock, Dakar",1 chambre,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e27a1fd64719bb67d360f25a562a96eb/-/horizon-files-prod/ed/picture/qq4z9z5v/f5197ea7438b18841feb92ffdc155cd5701b0e20.jpg
Appartements meublés,Villa meublée,"Lac Rose, Dakar",3 chambre,250 m²,50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3dcb8c631c881a1eeb6d86d92719988f/-/horizon-files-prod/ed/picture/q78jw56q/1b2eecf3d408ed5b186fae494212838bd55831ec.jpg
Appartements meublés,Appartement meublé à louer,"Ngor, Dakar",2 chambre,,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3f7f5a97d0a78e299b567bb8b1a9df2/-/horizon-files-prod/ed/picture/qwerp606/b58a4eec6fe347ab93bf5bb70b7c3090887ae1ad.jpg
Appartements meublés,Mini studio meublé Résidence Zeina Maristes,"Hann maristes, Dakar",1 chambre,,22 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/da9d29e7eb21b4d03e0b28376d0e27e2/-/horizon-files-prod/ed/picture/q2jk0x66/9568b43f5e476dfe9fd5402c1101b0640cb65eb5.jpg
Appartements meublés,APP MEUBLE F3 CITE KEUR GORGUI,"Cité keur gorgui, Dakar",2 chambre,,71 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd785edd352aa69a32d23ace4740428b/-/horizon-files-prod/ed/picture/qenrv4pk/c7527c5f1ddb7a9797a330dec57d57adebf92cb5.jpg
Appartements meublés,AP MEUBLE F2 CITE KEUR GORGUI,"Cité keur gorgui, Dakar",1 chambre,,56 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4fabc36d80bed6d4a753fa6311a00cd9/-/horizon-files-prod/ed/picture/qj46qej6/50d8a60dce67095c58beb010522cd2315ed8f37a.jpg
Appartements meublés,Studio meublé à louer ngor,"Ngor, Dakar",1 chambre,70 m²,450 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec2a1bee43dbf9af107df63b053fad33/-/horizon-files-prod/ed/picture/qxjpj85n/90a7ad3ce824654fe9e48c0ae8d4c4ad0a26058c.jpg
Appartements meublés,Magnifique studio a liberté 6,"Liberte 6, Dakar",1 chambre,,22 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b49e770e6d57168f9e7b43ad18d81c90/-/horizon-files-prod/ed/picture/q2xrq78/7cb7945ff9ae395146703115d7a3f7f341d5046e.jpg
Appartements meublés,Joli studio meublé à liberté 6,"Liberte 6, Dakar",1 chambre,,27 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81cad66ecd37dfd45d0a6f58346f304a/-/horizon-files-prod/ed/picture/q04pwzg/7c8a512ea0e61d736bc1459a5f5e2800e1d916cb.jpg
Appartements meublés,Magnifique F4 meublé Residence Soda derrière Orca,"Almadies, Dakar",3 chambre,,1 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/985c27193b3a15bc585e4f3e041a93d6/-/horizon-files-prod/ed/picture/qwerg2pj/52b39288c9bab952107215296ec0a2f91b8fc31b.jpg
Appartements meublés,Duplex F4 meublé à louer sur la corniche des almadies,"Almadies, Dakar",3 chambre,,2 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5fc5ef61998498affdbf5857cbe4d7e3/-/horizon-files-prod/ed/picture/qngpv9pr/06725224cb95cb880b07184fab5c33c70ba1e5d7.jpg
Appartements meublés,Charmant Appartement F4 Meublé à louer aux mamelles,"Mamelles, Dakar",3 chambre,150 m²,1 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b4e73750988b51050deb19ddad8ad7b0/-/horizon-files-prod/ed/picture/qm5gm5mw/1c7025b4b4875dffa5132c2468bb309a74422b5a.jpg
Appartements meublés,Appartement meublé T3,"Virage, Dakar",2 chambre,,45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61de75c480f0c235b84cf4a8e4f28b5d/-/horizon-files-prod/ed/picture/q78wxd0x/33a39809fbc53d54445af1b4cc8469f7dcaf95a7.jpg
Appartements meublés,Appartement F4 meublé - Haut Standing aux Mamelles,"Mamelles, Dakar",3 chambre,,1 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eb8d5961b59eb015dbff5c9f564f3fe0/-/horizon-files-prod/ed/picture/qkr7g2wm/241603b1a3b6f711469e82afb20951582fe32cad.jpg
Appartements meublés,Chambre sdb meublee a loue pour longue duree,"Mamelles, Dakar",1 chambre,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3d6199fe3c52d68b0cd853e8a2b22b41/-/horizon-files-prod/ed/picture/q78jp57j/02f57ddfc286458faed265628ae7e588f7cc4f22.jpg
Appartements meublés,Studio meublé,"Mamelles, Dakar",1 chambre,160 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8f53f760cf33dfd20bd3e28b82cbdae/-/horizon-files-prod/ed/picture/q0g767mj/2c529f2e7af10d21a368b4f4c79b1d9ad3856aab.jpg
Appartements meublés,Studio de Luxe a Mermoz Pyrothechnie Dakar,"Mermoz, Dakar",1 chambre,75 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83845f7466547e4e523a1e38e2740beb/-/horizon-files-prod/ed/picture/q78jj2ee/842c299f9cbdfdb03b215cabf581a60d0af1fcd5.jpg
Appartements meublés,Appartement meublé à Almadie disponible pour vos séjours,"Almadies, Dakar",2 chambre,250 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65c94724e08bd1ad97cafdb8245ef027/-/horizon-files-prod/ed/picture/q8vmmrqp/4c4b061f49ccdbbd5179e224c7572f775cd4d8dc.jpg
Appartements meublés,Studio meublé à la rue Carnot,"Plateau, Dakar",1 chambre,,800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5402d32c521c60f35567e45d21dac370/-/horizon-files-prod/ed/picture/qrz8w2jq/f085853f28c38d9baf07c82fad8181fa442429d2.jpg
Appartements meublés,Studio meublé rue Carnot,"Plateau, Dakar",1 chambre,,900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74be5fa44f35fb053591b99c95c8fd37/-/horizon-files-prod/ed/picture/qwepxmpk/18ce8e26eef00547ba45d83505fd655f7f86c82a.jpg
Appartements meublés,2 chambres salon meublé à louer aux almadies,"Almadies, Dakar",2 chambre,,1 100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a635d3a7ec33872b1cd39fc41649e7f/-/horizon-files-prod/ed/picture/qgqwx0jm/ae267b39c4f236b50c69b0a18db52743c6860e95.jpg
Appartements meublés,Superbe appartement au point E,"Point-e, Dakar",1 chambre,70 m²,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62f7f59470b47ba33971a2ee75ac3e6a/-/horizon-files-prod/ed/picture/q56wjdk6/b87ee92b15a94c7986576ccfc8d26611daba3c67.jpg
Appartements meublés,Studio Meublé au CICES Foire – Confort & Tranquillité,"Sicap foire, Dakar",1 chambre,95 m²,23 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0713c8751a77b1ecfda7ea668e4fb35/-/horizon-files-prod/ed/picture/q44504r9/a4bf09f18c93067088f18a621880c493ae444284.jpg
Appartements meublés,F4 meublé à la Zone B non loin de la mairie du point E,"Point-e, Dakar",3 chambre,150 m²,1 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4b0e1fc4356716d59c98adc56f88f3a/-/horizon-files-prod/ed/picture/qm5gqx5d/ac3aa882318b1edee989bd17e61e29395deefb11.jpg
Appartements meublés,Appt meublé f3 cpi vdn,"Liberte 6 extension, Dakar",2 chambre,120 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e72993abd7aa71d61c739bed6421c587/-/horizon-files-prod/ed/picture/qenrd9j9/05d195400a8ddc12eadca5b35aa8fe6401603859.jpg
Appartements meublés,Appartement Meublé à Louer aux Plateaux,"Plateau, Dakar",2 chambre,165 m²,1 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7922695c2c08d67ad5982c1eb39d0b9b/-/horizon-files-prod/ed/picture/q6xqdk54/254c186f9402dccdae0b3c4551e01a516d03f343.jpg
Appartements meublés,Studio meublé à louer,"Liberte 6 extension, Dakar",1 chambre,50 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4735fa613ef91584e2e380fba054cd0f/-/horizon-files-prod/ed/picture/qv4wv9e2/4818489f4c3ec2a5d32b93aac77a9811f59b38de.jpg
Appartements meublés,Appartement F2 DAKAR (SUITE) SACRE COEUR 3 VDN,"Mermoz, Dakar",2 chambre,55 m²,32 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88fa7ed1a1c6d5fb5d8aa2694963c005/-/horizon-files-prod/ed/picture/migrated/qm0kdgr/7fd8d301da77e040800a91764a68e4447ada0be4.jpg
Appartements meublés,Appartement meublé à louer au Plateau 10jours minimum,"Plateau, Dakar",2 chambre,125 m²,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30f2ac3e37edd05c0f8c48148e3225bb/-/horizon-files-prod/ed/picture/qz6nw8r/bd3b39cfa4caacdf217d7b51aad11f4e059bc5bf.jpg
Appartements meublés,Studio Américain Dakar plateau 5jours minimum,"Plateau, Dakar",1 chambre,25 m²,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec2130e3cdcff7d06ffd43dabd948bec/-/horizon-files-prod/ed/picture/qznd89n/6fbe14125b8dfb7abe1112d6cca5fc0d84e0bb62.jpg
Appartements meublés,Studio meublé à Cices foire,"Sicap foire, Dakar",,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/56d878c24a91aaf5b3112ceee1835d56/-/horizon-files-prod/ed/picture/q7m69vn/df64f270c3e0c761dfa25388fc74e6f5659e93c2.jpg
Appartements meublés,Appartement F2 PARIS (SUITE) SACRE COEUR 3 VDN,"Mermoz, Dakar",2 chambre,55 m²,32 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/502bf147dc70b209fa9a050c8185dab1/-/horizon-files-prod/ed/picture/migrated/qn72989/99792af77b0d2641e49190569b8aa22f142e00e5.jpg
Appartements meublés,MINI STUDIO MEUBLE MERMOZ (à partir de 10 jours de location),"Mermoz, Dakar",1 chambre,,18 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96f1471316e0c0eedc4da168359f6a82/-/horizon-files-prod/ed/picture/qwermxj0/11cd54b4cd6d8b3fb6c5ff6e5bf20413637e9b88.jpg
Appartements meublés,appartement bien sécuriser,"Castor, Dakar",1 chambre,,15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb9956da5f45e615a8ed40a236034bd2/-/horizon-files-prod/ed/picture/qde998mj/01fdc3027bd32fa85dd8f9d5cff729eb4e0c639f.jpg
Appartements meublés,BEAU STUDIO F1 BIEN MEUBLÉ À SACRE COEUR 3 VDN,"Mermoz, Dakar",1 chambre,30 m²,22 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e969d1e21c47cda731c4156954854e71/-/horizon-files-prod/ed/picture/migrated/q7p97qg/0030fb313bc25781b053570c3624da20ed29437a.jpg
Appartements meublés,Ref_3307_GL Appart ‘hôtel à louer à Fann Résidence,"Fann, Dakar",1 chambre,139 m²,150 650 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f71acf27532913309505930593f0bee6/-/horizon-files-prod/ed/picture/qgqmmxj4/3f94145ceee3bdade921b210453425d13b3679a8.jpg
Appartements meublés,Chambre et Studio meublée à liberté 6,"Liberte 6 extension, Dakar",1 chambre,,200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0af8347619c27c0f33c1534dd1b27fb5/-/horizon-files-prod/ed/picture/q2jkkn5q/b4e9a081486f087acaabd0793d02a86d80d5ea08.jpg
Appartements meublés,3307_GL_Corniche Ouest/Appart-hôtel à louer à Fann Résidence,"Fann, Dakar",1 chambre,191 m²,150 650 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67febdb801eb076f82590967445499f8/-/horizon-files-prod/ed/picture/q4455kq8/a616a4285f90ea1fc29593cdb506d2d73812b7a9.jpg
Appartements meublés,3307_GL Appart-Hôtel à louer avec vue sur mer Fann Residence,"Fann, Dakar",2 chambre,289 m²,180 125 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eb99257538c8c0655a32acd2f178fb37/-/horizon-files-prod/ed/picture/q9mkk7dp/b67ba785c9e61fdc0128f96d405178e0ed6c672f.jpg
Appartements meublés,Appartement meublés de 2 chambres à Ngor Almadies,"Almadies, Dakar",2 chambre,150 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/235b352f966e691aafad4736a3de5cb0/-/horizon-files-prod/ed/picture/qrzrrwdq/780e4527c2c38860aa1ff1c707f69f409b60fb9a.jpg
Appartements meublés,F3 sicap liberte1,"Liberte 1, Dakar",2 chambre,,"35 000 F Cfa
45 000 F Cfa",https://i.roamcdn.net/hz/ed/listing-thumb-224w/0aa497b9653f2f5c08a2e6d9d51688fa/-/horizon-files-prod/ed/picture/qngpd5gm/2772c65d36f6d62b547dcddd6af92c964e864904.jpg
Appartements meublés,Studio cosy,"Almadies, Dakar",120 m²,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4eab26cc189f37f18194fe6a2ed243b3/-/horizon-files-prod/ed/picture/q6xq7r28/ae0c8a96f0d2292b390117cf493bf89773903c3f.jpg
Appartements meublés,Appartement loft meublé avec piscine et vue sur mer,"Ngor, Dakar",3 chambre,,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f69087c156742db28a8687351807d047/-/horizon-files-prod/ed/picture/qwer2r7m/87687c01d997204674543868118707ce4d59eed5.jpg
Appartements meublés,Appartement F3 meublé Mariste 1,"Hann maristes, Dakar",,,45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/43e623262de5f2861955e4d003bd6ae2/-/horizon-files-prod/ed/picture/q8vmmrd4/1843472c86dbfbf00e61c58cacbd320ef83aed1a.jpg
Appartements meublés,Studio F1 MTN Meublé à Sacre Coeur 3 VDN,"Mermoz, Dakar",1 chambre,39 m²,26 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/abd5d844af24aa3f2e7885ae92bf1c40/-/horizon-files-prod/ed/picture/q22q462/3a93305733de4dca15927bac34367514f6ffaba9.jpg
Appartements meublés,Appartement meublé vue sur mer à louer,"Virage, Dakar",3 chambre,,55 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f02e2b6968905c00d4cbc7444e263a8/-/horizon-files-prod/ed/picture/qv4exkwg/8ff82b51779df78bcb85ef18f330ae25931745c9.jpg
Appartements meublés,Belle Chambre Meublée Ouest Foire,"Ouest foire, Dakar",2 chambre,50 m²,12 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b4189910dc48b157d3ce91c9c547c31/-/horizon-files-prod/ed/picture/qv4wq8g8/7f851bdda3c86dffd76674e76d2581bf7274c6b6.jpg
Appartements meublés,Appartement F3 à louer au Ngor Almadie,"Ngor, Dakar",2 chambre,80 m²,45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/588b1a30627ed5d11f1b56ba659a5085/-/horizon-files-prod/ed/picture/q78w4m6e/99e1226ee24fad4573da175f253f5d1b4067f1b3.jpg
